Order_ID,Order_Date,SKU,Product_Name,Category,Region,Store_Type,Units_Sold,Unit_Price,Discount,Revenue,Profit,Customer_Age,Gender,Payment_Method
100676,2024-12-09,AD-1616-B,Predator Freak,Footwear,Asia-Pacific,Retail,3,226.72,20,544.13,140.89,16,Male,PayPal
100344,2023-05-06,AD-9128-A,Ultraboost Light,Footwear,North America,Wholesale,3,146.78,0,440.34,112.48,42,Male,Apple Pay
100109,2024-09-13,AD-2591-A,Training Shorts,Apparel,North America,Online,3,28.99,20,69.58,18.35,37,Female,PayPal
100277,2025-08-23,AD-9180-B,Adilette Slides,Footwear,North America,Retail,4,34.95,5,132.81,48.4,26,Female,Apple Pay
100677,2025-01-04,AD-1074-B,Training Cap,Accessories,North America,Outlet,4,22.08,0,88.32,19.61,24,Male,Apple Pay
100570,2023-09-19,AD-1136-A,Copa Sense,Footwear,North America,Retail,3,146.31,10,395.04,83.22,20,Male,Google Pay
100358,2025-05-21,AD-2705-D,Running Watch Strap,Accessories,Asia-Pacific,Wholesale,1,41.79,10,37.61,11.63,29,Female,UPI
100598,2023-07-02,AD-8460-C,Copa Sense,Footwear,Asia-Pacific,Retail,3,136.5,0,409.5,106.79,31,Female,PayPal
100390,2024-06-07,AD-2045-C,Training Shorts,Apparel,Asia-Pacific,Online,4,28.95,0,115.8,33.4,18,Female,Google Pay
100893,2023-12-03,AD-4654-B,Copa Sense,Footwear,Latin America,Outlet,5,160.34,10,721.53,215.58,39,Male,Credit Card
100692,2023-09-02,AD-8452-D,Superstar,Footwear,Asia-Pacific,Online,3,84.09,10,227.04,53.17,30,Male,Credit Card
100727,2024-03-03,AD-6104-C,Performance Socks (3-pack),Accessories,North America,Online,4,18.77,0,75.08,28.42,34,Male,Cash
100362,2025-03-18,AD-5831-A,Running Watch Strap,Accessories,Asia-Pacific,Online,4,39.46,0,157.84,46.87,21,Male,Credit Card
100596,2024-09-26,AD-1601-B,Sports Bottle,Accessories,North America,Online,1,13.56,0,13.56,5.32,34,Male,Cash
100427,2023-04-27,AD-9973-C,Stan Smith,Footwear,North America,Online,2,87.17,0,174.34,55.33,26,Female,NetBanking
100070,2023-08-06,AD-1166-B,Training Shorts,Apparel,Europe,Outlet,4,31.14,0,124.56,35.28,39,Female,NetBanking
100321,2025-09-24,AD-6081-D,Predator Freak,Footwear,Europe,Retail,4,233.68,0,934.72,328.49,19,Female,Debit Card
100652,2023-10-04,AD-4193-C,Essentials Tee,Apparel,North America,Retail,3,27.31,0,81.93,29.76,30,Male,UPI
101065,2025-04-10,AD-6247-B,Superstar,Footwear,Latin America,Wholesale,7,95.23,0,666.61,186.65,24,Female,PayPal
100107,2023-04-20,AD-7484-C,Adicolor Hoodie,Apparel,Europe,Online,2,70.5,5,133.95,41.43,42,Female,Credit Card
101108,2023-12-27,AD-8517-D,Training Shorts,Apparel,Europe,Wholesale,5,34.01,0,170.05,38.42,16,Male,PayPal
100355,2025-09-10,AD-6285-B,Superstar,Footwear,Middle East & Africa,Online,2,97.13,5,184.55,50.99,29,Male,NetBanking
100950,2024-08-13,AD-7524-D,Performance Socks (3-pack),Accessories,North America,Outlet,7,16.89,0,118.23,46.38,22,Male,Cash
100342,2023-01-13,AD-2376-C,Ultraboost Light,Footwear,Middle East & Africa,Online,4,128.36,0,513.44,113.36,26,Female,Cash
100354,2025-01-04,AD-2817-C,Copa Sense,Footwear,Latin America,Online,2,172.35,0,344.7,131.25,29,Male,PayPal
100023,2023-10-13,AD-1828-A,Performance Socks (3-pack),Accessories,Latin America,Online,3,19.08,20,45.79,19.61,41,Female,Debit Card
100043,2024-03-22,AD-8144-A,NMD_R1,Footwear,North America,Outlet,5,123.22,0,616.1,217.11,24,Male,Credit Card
100243,2025-09-22,AD-7688-B,Training Shorts,Apparel,Asia-Pacific,Retail,4,30.87,0,123.48,26.64,22,Male,Apple Pay
100737,2024-12-22,AD-8486-C,Tiro 23 Track Pants,Apparel,North America,Online,2,56.88,0,113.76,35.37,23,Male,NetBanking
101135,2024-07-29,AD-2225-D,Superstar,Footwear,Asia-Pacific,Retail,2,99.59,5,189.22,63.97,36,Male,NetBanking
100367,2023-03-31,AD-3798-C,Tiro 23 Track Pants,Apparel,Asia-Pacific,Retail,4,54.87,0,219.48,49.53,24,Male,UPI
100163,2024-10-18,AD-5670-A,Training Cap,Accessories,Asia-Pacific,Online,1,23.03,0,23.03,8.06,32,Female,Debit Card
101115,2025-09-09,AD-1845-D,Running Watch Strap,Accessories,North America,Wholesale,5,38.71,0,193.55,41.29,18,Male,Apple Pay
100332,2025-08-12,AD-6488-A,Originals Backpack,Accessories,Europe,Retail,3,60.91,10,164.46,65.8,41,Female,Credit Card
100988,2025-05-27,AD-1353-D,Training Cap,Accessories,North America,Outlet,2,19.41,0,38.82,9.38,24,Female,PayPal
101172,2025-09-03,AD-5764-B,Superstar,Footwear,North America,Retail,2,82.12,0,164.24,57.54,51,Male,Debit Card
101001,2024-10-30,AD-9292-C,Copa Sense,Footwear,North America,Retail,3,131.82,10,355.91,114.03,32,Male,Debit Card
100377,2025-06-07,AD-1613-B,Sports Bottle,Accessories,Latin America,Online,2,15.0,0,30.0,9.56,24,Female,Google Pay
100309,2024-11-11,AD-2494-A,Copa Sense,Footwear,Asia-Pacific,Retail,4,151.45,10,545.22,165.42,36,Female,Apple Pay
100155,2024-08-19,AD-2388-C,Predator Freak,Footwear,Europe,Retail,2,210.8,0,421.6,98.14,22,Female,PayPal
100210,2023-07-15,AD-2020-B,Ultraboost 22,Footwear,Europe,Online,3,166.49,5,474.5,157.64,25,Male,Google Pay
100086,2023-01-27,AD-5415-A,Superstar,Footwear,Asia-Pacific,Outlet,4,91.09,20,291.49,72.01,25,Female,Credit Card
100168,2023-09-20,AD-5720-B,Adilette Slides,Footwear,Europe,Retail,3,37.99,0,113.97,40.85,27,Male,Debit Card
100994,2024-08-30,AD-7498-D,Originals Backpack,Accessories,Asia-Pacific,Online,2,56.14,0,112.28,38.53,17,Male,UPI
100051,2024-11-02,AD-3881-D,Ultraboost 22,Footwear,Latin America,Outlet,2,193.1,0,386.2,111.95,30,Female,UPI
100438,2025-02-07,AD-4342-A,Copa Sense,Footwear,Asia-Pacific,Online,2,168.9,0,337.8,115.68,17,Male,NetBanking
100549,2025-09-10,AD-3931-D,Gym Bag,Accessories,Asia-Pacific,Retail,4,43.59,10,156.92,58.82,28,Male,UPI
100490,2023-08-16,AD-1941-B,Training Shorts,Apparel,North America,Online,4,29.52,10,106.27,29.71,33,Other,NetBanking
100425,2025-04-25,AD-8474-C,Superstar,Footwear,Middle East & Africa,Retail,2,91.8,0,183.6,31.17,31,Female,UPI
100135,2023-07-04,AD-7566-A,Essentials Tee,Apparel,Europe,Online,2,24.81,0,49.62,13.78,38,Male,PayPal
101191,2023-10-13,AD-3955-C,Tiro 23 Track Pants,Apparel,North America,Outlet,5,54.27,0,271.35,74.1,17,Male,Google Pay
100054,2024-10-03,AD-9849-A,Adicolor Hoodie,Apparel,North America,Online,1,74.96,40,44.98,11.34,25,Male,Cash
100078,2024-02-15,AD-2395-B,Training Cap,Accessories,Asia-Pacific,Online,4,24.67,10,88.81,31.25,19,Male,NetBanking
100430,2025-02-14,AD-8493-B,Originals Backpack,Accessories,Asia-Pacific,Retail,2,63.2,10,113.76,41.22,39,Male,Google Pay
100184,2023-09-13,AD-5288-C,Stan Smith,Footwear,North America,Retail,2,75.76,10,136.37,38.76,17,Female,Debit Card
100056,2024-03-01,AD-7232-D,Ultraboost Light,Footwear,Europe,Outlet,3,154.34,20,370.42,121.89,35,Female,Credit Card
100942,2024-05-30,AD-6060-B,Running Watch Strap,Accessories,North America,Online,4,36.04,0,144.16,60.23,35,Female,Debit Card
100850,2025-07-10,AD-9270-D,Z.N.E. Hoodie,Apparel,Europe,Retail,2,109.53,0,219.06,71.78,31,Female,PayPal
101163,2024-11-10,AD-9484-D,Training Cap,Accessories,Europe,Outlet,3,23.8,40,42.84,21.01,44,Male,Cash
100218,2023-04-13,AD-7666-D,Originals Backpack,Accessories,Europe,Retail,2,55.24,5,104.96,18.82,43,Male,PayPal
100844,2024-08-25,AD-8210-D,Sports Bottle,Accessories,Europe,Online,3,15.38,0,46.14,14.62,35,Male,Apple Pay
100113,2025-02-11,AD-2479-D,Adicolor Hoodie,Apparel,Asia-Pacific,Wholesale,4,76.99,0,307.96,66.06,23,Female,Cash
100548,2025-03-24,AD-2276-B,Ultraboost Light,Footwear,North America,Online,1,136.94,0,136.94,32.32,16,Male,NetBanking
101018,2024-05-06,AD-1227-B,Training Cap,Accessories,Middle East & Africa,Outlet,4,22.74,0,90.96,32.31,24,Female,Apple Pay
101072,2023-09-06,AD-7184-A,Adilette Slides,Footwear,North America,Online,2,32.85,0,65.7,17.73,26,Female,PayPal
100174,2024-10-08,AD-4302-A,Copa Sense,Footwear,North America,Retail,3,161.7,0,485.1,128.55,32,Male,NetBanking
101022,2024-05-09,AD-9446-A,Tiro 23 Track Pants,Apparel,North America,Retail,2,59.29,40,71.15,25.9,21,Male,NetBanking
100615,2024-04-15,AD-6460-D,Primegreen Jacket,Apparel,Europe,Online,3,149.82,0,449.46,118.22,25,Female,Debit Card
100513,2024-02-26,AD-5663-C,Stan Smith,Footwear,Asia-Pacific,Retail,6,94.05,5,536.08,131.25,27,Female,PayPal
100461,2024-05-12,AD-6182-D,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,3,18.68,5,53.24,22.85,35,Male,Cash
100286,2024-07-19,AD-4053-D,Copa Sense,Footwear,Europe,Retail,3,172.13,5,490.57,163.9,24,Female,PayPal
100381,2023-10-03,AD-8937-C,Originals Backpack,Accessories,North America,Online,4,64.82,0,259.28,65.5,36,Female,Apple Pay
101007,2024-10-10,AD-7876-B,Adilette Slides,Footwear,Asia-Pacific,Retail,3,36.51,0,109.53,37.47,30,Male,PayPal
100670,2023-09-06,AD-8474-B,Predator Freak,Footwear,Asia-Pacific,Outlet,2,207.35,10,373.23,82.8,40,Female,Debit Card
100534,2024-06-17,AD-9534-A,Adilette Slides,Footwear,Asia-Pacific,Online,3,33.51,5,95.5,30.96,27,Male,Credit Card
100909,2025-03-15,AD-6468-B,Essentials Tee,Apparel,North America,Online,2,25.83,0,51.66,11.22,23,Male,UPI
100292,2024-03-09,AD-3733-D,Copa Sense,Footwear,Europe,Outlet,4,159.65,5,606.67,235.76,22,Female,PayPal
100123,2025-03-28,AD-6304-A,Copa Sense,Footwear,Latin America,Online,4,159.31,10,573.52,164.35,21,Male,UPI
100582,2023-08-25,AD-7126-B,Ultraboost 22,Footwear,Asia-Pacific,Retail,1,173.04,5,164.39,44.29,27,Male,Google Pay
100140,2023-01-08,AD-2965-A,Adilette Slides,Footwear,North America,Online,1,36.07,5,34.27,6.22,34,Male,Cash
100735,2024-01-11,AD-7948-B,Running Watch Strap,Accessories,Asia-Pacific,Online,5,42.11,20,168.44,51.47,23,Female,Apple Pay
100081,2023-09-28,AD-8699-C,Superstar,Footwear,North America,Online,3,105.4,20,252.96,54.0,41,Male,Google Pay
100881,2024-03-18,AD-8759-B,Ultraboost 22,Footwear,Asia-Pacific,Online,4,187.89,0,751.56,230.22,20,Male,Debit Card
100739,2023-07-03,AD-2953-B,Ultraboost 22,Footwear,Europe,Online,5,176.55,0,882.75,279.53,31,Male,Debit Card
101101,2024-11-16,AD-3695-B,Essentials Tee,Apparel,North America,Outlet,1,25.42,20,20.34,4.04,39,Male,NetBanking
100908,2024-01-27,AD-5825-A,Ultraboost 22,Footwear,North America,Retail,2,181.59,20,290.54,96.12,24,Male,Debit Card
101166,2024-10-16,AD-9632-B,Stan Smith,Footwear,Latin America,Retail,2,74.08,0,148.16,37.58,41,Female,Google Pay
100936,2025-03-27,AD-4105-B,Copa Sense,Footwear,North America,Retail,2,170.34,0,340.68,87.76,16,Female,Cash
100371,2025-09-21,AD-4860-D,Running Watch Strap,Accessories,North America,Online,3,39.23,20,94.15,24.67,18,Male,Google Pay
100889,2023-11-16,AD-3415-D,Running Watch Strap,Accessories,Middle East & Africa,Retail,4,40.94,5,155.57,37.51,35,Male,PayPal
100156,2024-07-26,AD-7937-C,Primegreen Jacket,Apparel,Europe,Online,1,128.75,0,128.75,30.12,16,Female,Debit Card
100991,2024-11-01,AD-4573-B,Copa Sense,Footwear,Europe,Retail,5,157.84,0,789.2,266.93,22,Female,UPI
100621,2024-09-23,AD-8629-B,Training Shorts,Apparel,Asia-Pacific,Retail,3,35.47,5,101.09,28.29,25,Female,Debit Card
101037,2023-09-10,AD-4473-C,Z.N.E. Hoodie,Apparel,North America,Online,2,121.14,0,242.28,77.25,16,Female,Cash
100244,2023-11-04,AD-8586-A,Primegreen Jacket,Apparel,Europe,Online,4,132.11,20,422.75,112.31,47,Male,PayPal
100158,2023-06-08,AD-6517-B,Superstar,Footwear,Asia-Pacific,Retail,3,112.55,5,320.77,85.58,31,Male,Credit Card
100745,2023-06-06,AD-8635-B,Tiro 23 Track Pants,Apparel,North America,Online,2,51.59,0,103.18,16.66,36,Female,Google Pay
100192,2025-05-16,AD-9740-A,Superstar,Footwear,Asia-Pacific,Retail,6,108.77,40,391.57,124.48,30,Male,NetBanking
100533,2025-09-24,AD-8550-A,Adicolor Hoodie,Apparel,Middle East & Africa,Online,3,64.42,5,183.6,64.4,31,Other,UPI
100903,2023-06-21,AD-3932-C,Gym Bag,Accessories,Latin America,Retail,1,45.52,5,43.24,16.05,34,Male,Google Pay
101003,2024-11-05,AD-9818-B,Sports Bottle,Accessories,Asia-Pacific,Retail,3,12.65,5,36.05,12.05,22,Male,Cash
101069,2024-06-29,AD-2429-B,Sports Bottle,Accessories,Europe,Retail,1,15.32,0,15.32,5.97,33,Male,UPI
100413,2025-01-10,AD-8606-A,Stan Smith,Footwear,Asia-Pacific,Retail,2,87.26,0,174.52,46.1,31,Female,NetBanking
101186,2025-04-18,AD-5742-A,Adicolor Hoodie,Apparel,Asia-Pacific,Retail,5,65.42,20,261.68,107.88,26,Male,NetBanking
100327,2023-09-08,AD-7870-B,Ultraboost Light,Footwear,Europe,Online,1,172.06,5,163.46,33.63,27,Female,Credit Card
100128,2024-04-09,AD-8046-D,Gym Bag,Accessories,North America,Retail,1,41.0,0,41.0,18.56,33,Female,UPI
100694,2024-01-30,AD-2326-C,Z.N.E. Hoodie,Apparel,North America,Retail,3,105.09,0,315.27,121.3,33,Female,UPI
100630,2024-10-22,AD-3403-B,Ultraboost Light,Footwear,Asia-Pacific,Outlet,4,149.07,10,536.65,128.92,27,Female,Credit Card
100274,2024-03-16,AD-3910-D,NMD_R1,Footwear,Europe,Wholesale,2,138.45,10,249.21,81.96,33,Male,Cash
101147,2025-09-22,AD-8989-A,Training Cap,Accessories,North America,Online,4,22.37,10,80.53,21.97,18,Female,UPI
100308,2025-06-22,AD-2350-C,Tiro 23 Track Pants,Apparel,Middle East & Africa,Online,3,60.76,20,145.82,35.86,37,Female,NetBanking
100233,2024-02-10,AD-2044-A,Essentials Tee,Apparel,Asia-Pacific,Retail,2,28.25,0,56.5,20.77,16,Male,Cash
101047,2024-05-30,AD-3803-B,Gym Bag,Accessories,Latin America,Online,4,46.38,40,111.31,39.92,27,Male,Debit Card
100622,2023-04-06,AD-4796-B,Performance Socks (3-pack),Accessories,Europe,Retail,5,16.43,10,73.94,28.72,23,Female,Google Pay
100643,2023-12-28,AD-2006-D,Tiro 23 Track Pants,Apparel,North America,Wholesale,3,57.22,5,163.08,47.09,25,Female,NetBanking
100478,2023-06-21,AD-2778-A,Z.N.E. Hoodie,Apparel,Asia-Pacific,Online,4,99.92,0,399.68,145.79,30,Male,PayPal
100471,2024-01-21,AD-4651-D,Primegreen Jacket,Apparel,Asia-Pacific,Outlet,4,146.13,5,555.29,158.34,16,Male,Apple Pay
100925,2024-03-01,AD-2565-D,Adicolor Hoodie,Apparel,Asia-Pacific,Online,5,68.62,20,274.48,76.91,39,Male,PayPal
101097,2024-02-16,AD-2873-C,Z.N.E. Hoodie,Apparel,Europe,Retail,3,126.03,10,340.28,49.88,25,Male,Google Pay
100626,2024-02-15,AD-2082-C,Running Watch Strap,Accessories,Asia-Pacific,Retail,3,32.78,5,93.42,23.12,33,Female,Apple Pay
100394,2025-01-13,AD-9311-C,Adicolor Hoodie,Apparel,Asia-Pacific,Retail,4,65.13,0,260.52,90.54,27,Female,Cash
100636,2023-10-23,AD-8155-B,Predator Freak,Footwear,North America,Online,3,228.65,10,617.36,202.8,34,Female,Google Pay
100767,2023-09-01,AD-4865-D,NMD_R1,Footwear,Asia-Pacific,Online,5,121.9,10,548.55,197.81,26,Female,Apple Pay
100532,2025-03-05,AD-1206-A,Primegreen Jacket,Apparel,Europe,Online,5,133.19,10,599.36,148.43,27,Female,Apple Pay
100717,2023-04-01,AD-4264-B,Ultraboost 22,Footwear,Latin America,Online,3,164.39,5,468.51,126.16,24,Female,PayPal
100666,2023-03-28,AD-9015-D,Performance Socks (3-pack),Accessories,North America,Online,3,14.85,0,44.55,18.43,37,Female,UPI
100597,2025-05-24,AD-2784-D,Ultraboost Light,Footwear,Latin America,Online,4,163.39,0,653.56,153.12,44,Female,Credit Card
100481,2025-07-12,AD-9553-D,NMD_R1,Footwear,North America,Wholesale,3,116.64,0,349.92,99.73,29,Female,Apple Pay
101102,2023-12-24,AD-6811-D,Originals Backpack,Accessories,Europe,Retail,3,62.34,5,177.67,80.61,16,Female,Apple Pay
100314,2025-05-30,AD-6759-D,Adilette Slides,Footwear,North America,Retail,1,36.62,10,32.96,10.42,23,Female,Apple Pay
100728,2023-05-23,AD-1471-A,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,6,16.85,0,101.1,19.86,33,Male,NetBanking
100209,2023-06-24,AD-1517-A,Gym Bag,Accessories,Asia-Pacific,Outlet,4,46.63,0,186.52,50.18,33,Male,UPI
100933,2024-03-28,AD-7399-C,Ultraboost Light,Footwear,Asia-Pacific,Retail,4,160.64,0,642.56,185.67,30,Female,Debit Card
100433,2024-03-04,AD-8419-B,NMD_R1,Footwear,Asia-Pacific,Online,2,144.58,0,289.16,96.15,17,Female,NetBanking
100328,2023-11-26,AD-2956-A,Adicolor Hoodie,Apparel,Asia-Pacific,Online,3,61.0,5,173.85,56.81,37,Male,Cash
100260,2024-05-26,AD-4764-B,Originals Backpack,Accessories,Europe,Wholesale,3,65.61,0,196.83,53.06,41,Female,Credit Card
101116,2023-05-12,AD-4784-A,Primegreen Jacket,Apparel,North America,Outlet,2,141.53,0,283.06,79.69,24,Male,Apple Pay
100306,2024-07-14,AD-1752-A,Running Watch Strap,Accessories,Latin America,Retail,2,41.02,10,73.84,24.2,29,Female,Credit Card
101066,2024-02-04,AD-5562-B,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,1,17.85,0,17.85,6.66,25,Male,Apple Pay
100927,2025-07-19,AD-9264-C,Training Cap,Accessories,Asia-Pacific,Online,3,24.11,5,68.71,20.82,33,Male,Debit Card
101024,2023-12-29,AD-8058-D,Stan Smith,Footwear,Latin America,Online,2,87.0,10,156.6,48.93,42,Male,Debit Card
100270,2024-02-28,AD-9537-B,Primegreen Jacket,Apparel,Asia-Pacific,Retail,3,133.34,0,400.02,81.25,28,Other,UPI
100290,2025-05-15,AD-3194-C,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,3,18.2,0,54.6,11.26,38,Male,Debit Card
100812,2024-12-08,AD-4083-A,Primegreen Jacket,Apparel,North America,Online,3,145.3,0,435.9,105.17,36,Male,Credit Card
100096,2024-04-02,AD-4090-B,Sports Bottle,Accessories,Europe,Retail,1,14.47,5,13.75,6.06,22,Male,Cash
100887,2024-08-24,AD-3064-C,Adilette Slides,Footwear,North America,Retail,2,31.96,10,57.53,20.43,27,Female,UPI
100818,2024-06-24,AD-8755-A,Ultraboost 22,Footwear,Europe,Online,3,164.27,5,468.17,143.62,30,Female,Apple Pay
100031,2024-09-28,AD-2127-B,Running Watch Strap,Accessories,North America,Online,6,36.38,0,218.28,51.1,23,Male,Cash
100762,2024-02-20,AD-8952-D,Adicolor Hoodie,Apparel,North America,Online,3,67.83,10,183.14,47.92,27,Female,Google Pay
100953,2024-04-19,AD-8688-B,Tiro 23 Track Pants,Apparel,Europe,Retail,4,55.8,5,212.04,65.12,20,Male,PayPal
100319,2023-01-15,AD-9209-D,Essentials Tee,Apparel,Latin America,Wholesale,3,27.45,20,65.88,13.79,39,Male,NetBanking
100298,2024-04-05,AD-4438-C,Essentials Tee,Apparel,Asia-Pacific,Online,2,26.59,5,50.52,10.34,33,Other,UPI
100199,2025-04-13,AD-9171-C,Z.N.E. Hoodie,Apparel,Asia-Pacific,Online,1,127.46,0,127.46,39.47,32,Male,Google Pay
100560,2024-06-20,AD-1827-D,Ultraboost Light,Footwear,Asia-Pacific,Online,5,154.01,5,731.55,213.79,26,Female,PayPal
100178,2025-08-04,AD-9937-C,Gym Bag,Accessories,North America,Online,3,40.39,40,72.7,28.43,29,Male,PayPal
101131,2024-09-13,AD-8363-B,Primegreen Jacket,Apparel,Asia-Pacific,Online,5,148.16,5,703.76,201.68,26,Female,Debit Card
100088,2024-04-26,AD-9117-C,Training Shorts,Apparel,Europe,Online,3,28.67,5,81.71,17.01,34,Male,Apple Pay
100787,2025-07-19,AD-1087-C,Training Shorts,Apparel,Middle East & Africa,Wholesale,2,30.36,0,60.72,10.79,30,Female,Credit Card
100724,2024-06-10,AD-6180-C,Adilette Slides,Footwear,North America,Online,2,35.39,0,70.78,24.76,21,Female,Cash
100826,2024-12-24,AD-2734-A,Ultraboost Light,Footwear,Europe,Retail,4,148.62,0,594.48,166.9,21,Female,Debit Card
100208,2024-09-03,AD-1841-D,Training Cap,Accessories,Asia-Pacific,Wholesale,3,23.29,40,41.92,13.6,31,Female,UPI
101039,2023-04-25,AD-6920-C,Stan Smith,Footwear,Asia-Pacific,Retail,4,88.19,0,352.76,102.78,35,Male,Cash
100296,2023-06-22,AD-5389-C,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,3,18.15,0,54.45,13.66,30,Male,Debit Card
100997,2023-10-08,AD-5888-B,Stan Smith,Footwear,North America,Retail,2,73.12,0,146.24,45.75,39,Female,Apple Pay
100497,2024-12-11,AD-8548-A,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,3,17.92,0,53.76,19.99,22,Female,Google Pay
100834,2024-03-05,AD-6638-A,Primegreen Jacket,Apparel,Asia-Pacific,Outlet,2,154.2,0,308.4,91.69,17,Female,Cash
100429,2024-09-17,AD-6536-A,Adilette Slides,Footwear,Middle East & Africa,Online,1,32.9,20,26.32,8.79,20,Male,UPI
100506,2023-01-13,AD-9987-C,Adilette Slides,Footwear,North America,Online,6,40.63,5,231.59,81.33,23,Female,PayPal
100830,2024-06-01,AD-3483-D,Copa Sense,Footwear,Europe,Retail,2,158.39,10,285.1,99.32,37,Male,UPI
100693,2025-03-01,AD-1022-A,Predator Freak,Footwear,Europe,Retail,2,238.44,0,476.88,148.19,25,Male,Google Pay
100010,2023-08-13,AD-7916-A,Predator Freak,Footwear,North America,Online,1,225.7,0,225.7,63.36,34,Male,PayPal
100847,2023-05-04,AD-5968-C,Training Shorts,Apparel,North America,Online,2,29.15,0,58.3,12.32,34,Male,Cash
100462,2023-06-22,AD-6889-B,Ultraboost 22,Footwear,Asia-Pacific,Retail,1,182.22,5,173.11,66.75,35,Female,NetBanking
100198,2023-05-06,AD-5067-B,Essentials Tee,Apparel,North America,Online,3,26.3,5,74.95,13.9,41,Female,Apple Pay
100059,2024-09-29,AD-3223-D,Sports Bottle,Accessories,Europe,Retail,4,16.12,10,58.03,18.05,25,Male,Apple Pay
100906,2023-09-18,AD-1674-D,Sports Bottle,Accessories,Asia-Pacific,Online,3,16.4,10,44.28,16.26,32,Male,UPI
100996,2023-10-09,AD-1377-D,Performance Socks (3-pack),Accessories,North America,Online,5,18.25,5,86.69,22.75,33,Male,UPI
100275,2025-09-18,AD-6339-D,Z.N.E. Hoodie,Apparel,Asia-Pacific,Retail,4,126.95,5,482.41,187.5,34,Female,UPI
100808,2023-04-27,AD-6143-D,Performance Socks (3-pack),Accessories,North America,Online,5,20.21,20,80.84,26.86,31,Male,NetBanking
100907,2024-06-08,AD-6194-C,NMD_R1,Footwear,Europe,Online,2,134.09,5,254.77,106.21,28,Male,Google Pay
100657,2024-12-09,AD-6450-A,Z.N.E. Hoodie,Apparel,Asia-Pacific,Online,3,124.07,40,223.33,64.64,30,Male,Apple Pay
100956,2025-08-12,AD-9349-D,Running Watch Strap,Accessories,Asia-Pacific,Wholesale,6,43.29,20,207.79,75.87,21,Female,Cash
